日期,stock_id,開盤價,最高價,最低價,收盤價,成交股數,成交金額,成交筆數,total_in_volume,total_out_volume,estimated_day_volume
20260702,2610,0.0,22.95,22.3,22.85,59763252,1355431277,11380,0,0,59763252
20260702,2610,0.0,22.95,22.3,22.85,59763252,1355431277,11380,21829000,37775000,59763252
20260703,2610,0.0,22.95,22.3,22.85,59763252,1355431277,11380,0,0,59763252
20260706,2610,0.0,22.95,22.45,22.55,40689054,922507970,11369,0,0,40689054
20260706,2610,22.57,22.6,22.4,22.45,29192000,655360400,1119,11856000,17336000,29192000
20260707,2610,0.0,22.75,22.35,22.45,29379938,662738746,8110,0,0,29379938
20260707,2610,21.88,22.0,21.85,22.0,53625000,1179750000,655,32406000,21219000,53625000
20260708,2610,0.0,22.55,21.8,22.0,53833884,1187635460,13482,0,0,53833884
20260709,2610,0.0,22.95,21.9,22.05,53283716,1186868453,11623,0,0,53283716
20260710,2610,22.0,22.0,21.2,21.4,50121544,1072621612,14768,0,0,50121544
20260711,2610,22.0,22.0,21.2,21.4,50121544,1072621612,14768,0,0,50121544
20260713,2610,22.0,22.0,21.2,21.4,50121544,1072621612,14768,0,0,50121544
20260714,2610,21.0,21.45,20.9,21.05,43973194,928682407,11649,0,0,43973194
20260715,2610,20.85,20.9,20.1,20.4,55237240,1123975578,13271,0,0,55237240
20260715,2610,20.85,20.9,20.1,20.4,55237240,1123975578,13271,25133000,21227006,55237240
20260716,2610,20.5,21.3,20.3,21.2,48414558,1013016662,13927,0,0,48414558
20260716,2610,20.5,21.3,20.3,21.2,48414558,1013016662,13927,2395000,2236001,48414558
20260717,2610,21.15,21.45,20.8,20.9,31663490,663705420,9986,0,0,31663490
20260717,2610,21.15,21.45,20.8,20.9,31663490,663705420,9986,15831745,15832233,31663490
20260719,2610,20.75,20.9,20.35,20.75,37907575,784080128,10326,0,0,37907575
20260720,2610,20.75,20.9,20.35,20.75,37907575,784080128,10326,0,0,37907575
20260721,2610,20.75,21.0,20.5,20.95,36809973,765065424,9031,0,0,36809973
20260722,2610,21.1,21.6,21.1,21.45,33724970,722140930,9799,0,0,33724970
20260722,2610,21.62,21.65,21.35,21.4,17006007,36979,449,8530000,8476007,17006007
20260723,2610,21.6,22.0,21.25,21.35,37370117,804621259,9521,0,0,37370117
20260724,2610,20.43,20.43,20.4,20.4,14772004,30040,48,8399000,6373004,19889252
20260728,2610,20.3,20.5,20.2,20.5,20731224,422259995,4640,0,0,20731224
20260803,2610,22.0,22.65,21.95,22.4,76786125,1720999793,18101,0,0,76786125
20260804,2610,22.0,22.65,21.95,22.4,76786125,1720999793,18101,0,0,76786125
20260805,2610,0,0,0,0,0,0,0,0,0,0
