日期時間,日期,stock_id,開盤價,最高價,最低價,收盤價,成交股數,成交金額,成交筆數,total_in_volume,total_out_volume,estimated_day_volume
2026-08-16 21:47:07,20260629,2609,0.0,51.4,50.1,50.1,24041295,1213212839,14002,0,0,24041295
2026-08-16 21:47:08,20260629,2609,50.7,50.7,50.6,50.6,1046000,52927600,4,336000,710000,78277997
2026-08-16 21:47:09,20260630,2609,0.0,51.7,50.4,51.4,17994950,921155521,8380,0,0,17994950
2026-08-16 21:47:10,20260630,2609,51.7,52.2,51.5,52.0,13785000,716820000,3227,4877000,8908000,13787746
2026-08-16 21:47:11,20260701,2609,0.0,52.2,51.5,52.0,13913659,721181362,7166,0,0,13913659
2026-08-16 21:47:12,20260701,2609,50.75,50.8,50.6,50.7,16753000,849377100,158,11166000,5587000,16753000
2026-08-16 21:47:13,20260702,2609,0.0,51.3,50.5,51.0,10558613,537066599,6042,0,0,10558613
2026-08-16 21:47:14,20260702,2609,0.0,51.3,50.5,51.0,10558613,537066599,6042,5414000,5054000,10558613
2026-08-16 21:47:15,20260703,2609,0.0,51.3,50.5,51.0,10558613,537066599,6042,0,0,10558613
2026-08-16 21:47:16,20260706,2609,0.0,53.6,51.2,52.4,43386845,2285285063,20539,0,0,43386845
2026-08-16 21:47:17,20260706,2609,53.15,53.2,52.8,53.0,19185000,1016805000,971,10038000,9147000,19185000
2026-08-16 21:47:18,20260707,2609,0.0,53.6,52.6,53.0,19345058,1027212719,9701,0,0,19345058
2026-08-16 21:47:19,20260707,2609,51.15,51.3,51.1,51.1,22160000,1132376000,669,15559000,6601000,22160000
2026-08-16 21:47:20,20260708,2609,0.0,52.2,51.1,51.1,22349000,1152359563,11190,0,0,22349000
2026-08-16 21:47:21,20260709,2609,0.0,52.3,51.2,52.3,14771426,766908310,8022,0,0,14771426
2026-08-16 21:47:22,20260710,2609,52.5,52.5,51.5,51.6,11769457,609800479,5923,0,0,11769457
2026-08-16 21:47:23,20260711,2609,52.5,52.5,51.5,51.6,11769457,609800479,5923,0,0,11769457
2026-08-16 21:47:24,20260713,2609,52.5,52.5,51.5,51.6,11769457,609800479,5923,0,0,11769457
2026-08-16 21:47:25,20260714,2609,51.4,51.4,50.1,50.1,34126647,1722621804,18429,0,0,34126647
2026-08-16 21:47:26,20260715,2609,49.0,49.4,47.25,48.0,34992080,1681306815,20904,0,0,34992080
2026-08-16 21:47:27,20260715,2609,49.0,49.4,47.25,48.0,34992080,1681306815,20904,7695000,10697002,34992080
2026-08-16 21:47:28,20260716,2609,48.1,50.2,48.1,50.2,20165444,995447899,11228,0,0,20165444
2026-08-16 21:47:29,20260716,2609,48.1,50.2,48.1,50.2,20165444,995447899,11228,1352000,2070001,20165444
2026-08-16 21:47:30,20260717,2609,49.9,50.6,49.8,50.2,10433684,522520254,6147,0,0,10433684
2026-08-16 21:47:31,20260717,2609,49.9,50.6,49.8,50.2,10433684,522520254,6147,7743000,5106001,10433684
2026-08-16 21:47:32,20260719,2609,49.5,50.3,49.2,49.2,16323681,809342134,9326,0,0,16323681
2026-08-16 21:47:33,20260720,2609,49.5,50.3,49.2,49.2,16323681,809342134,9326,0,0,16323681
2026-08-16 21:47:34,20260721,2609,49.9,50.7,48.95,49.0,17602639,871627014,9557,0,0,17602639
2026-08-16 21:47:35,20260722,2609,49.8,51.3,49.7,50.9,27795467,1409710770,13581,0,0,27795467
2026-08-16 21:47:36,20260722,2609,51.25,51.3,51.1,51.1,7402001,38024,274,4097000,3305001,7402001
2026-08-16 21:47:37,20260723,2609,51.0,51.9,50.7,51.4,17484464,897582705,9462,0,0,17484464
2026-08-16 21:47:38,20260724,2609,51.65,51.7,51.5,51.7,19317003,99364,100,6280000,13037003,26008709
2026-08-16 21:47:39,20260728,2609,50.5,52.0,50.5,51.5,26921520,1385537380,13842,0,0,26921520
2026-08-16 21:47:40,20260803,2609,50.5,51.7,50.3,50.8,20351433,1035626667,8750,0,0,20351433
2026-08-16 21:47:41,20260804,2609,50.5,51.7,50.3,50.8,20351433,1035626667,8750,0,0,20351433
2026-08-16 21:47:42,20260805,2609,0.0,0.0,0.0,0.0,0,0,0,0,0,0
