日期,stock_id,開盤價,最高價,最低價,收盤價,成交股數,成交金額,成交筆數,total_in_volume,total_out_volume,estimated_day_volume
20260629,2317,0.0,255.5,248.0,248.5,80450955,20204165523,101402,0,0,80450955
20260629,2317,250.5,251.0,250.0,250.5,3461000,866980500,11,881000,2580000,255153573
20260630,2317,0.0,252.0,246.0,246.5,49210311,12235300546,55602,0,0,49210311
20260630,2317,250.25,255.5,249.0,251.0,51113000,12829363000,8490,26387000,24726000,51113000
20260701,2317,0.0,255.5,249.0,251.0,52952173,13366226688,39123,0,0,52952173
20260701,2317,248.25,249.0,248.0,248.0,63410000,15725680000,866,43044000,20366000,63410000
20260702,2317,0.0,243.0,238.0,239.0,67897136,16295091341,78740,0,0,67897136
20260702,2317,0.0,243.0,238.0,239.0,67897136,16295091341,78740,37795000,26671000,67897136
20260703,2317,0.0,243.0,238.0,239.0,67897136,16295091341,78740,0,0,67897136
20260705,2317,0.0,241.0,236.0,240.5,51008242,12190174057,49831,0,0,51008242
20260706,2317,0.0,241.0,236.0,240.5,51008242,12190174057,49831,0,0,51008242
20260706,2317,241.75,242.5,241.0,242.0,42187000,10209254000,2641,21690000,20497000,42187000
20260707,2317,0.0,247.5,240.5,242.0,43693584,10638459575,44070,0,0,43693584
20260707,2317,237.25,237.5,236.0,237.0,49264000,11675568000,2094,30135000,19129000,49264000
20260708,2317,0.0,243.0,236.0,237.0,51778760,12365371472,67545,0,0,51778760
20260709,2317,0.0,240.5,234.0,237.5,37939126,8963064431,39828,0,0,37939126
20260710,2317,238.0,240.0,234.5,237.5,40528079,9629944166,34038,0,0,40528079
20260711,2317,238.0,240.0,234.5,237.5,40528079,9629944166,34038,0,0,40528079
20260713,2317,238.0,240.0,234.5,237.5,40528079,9629944166,34038,0,0,40528079
20260714,2317,242.0,242.5,236.5,236.5,37504587,8964234781,30781,0,0,37504587
20260715,2317,236.0,237.0,230.0,235.5,48112076,11224964857,49604,0,0,48112076
20260715,2317,236.0,237.0,230.0,235.5,48112076,11224964857,49604,13465000,18089001,48112076
20260716,2317,236.0,241.0,235.5,239.0,36108846,8631497928,29220,0,0,36108846
20260716,2317,236.0,241.0,235.5,239.0,36108846,8631497928,29220,4041000,2234002,36108846
20260717,2317,240.5,244.0,238.0,242.5,39074704,9439036151,30798,0,0,39074704
20260717,2317,240.5,244.0,238.0,242.5,39074704,9439036151,30798,29272000,13607010,39074704
20260719,2317,238.0,241.5,233.0,234.0,69006897,16280738874,59544,0,0,69006897
20260720,2317,238.0,241.5,233.0,234.0,69006897,16280738874,59544,0,0,69006897
20260721,2317,235.5,238.5,230.5,234.5,48579978,11422510146,37763,0,0,48579978
20260722,2317,238.0,247.0,236.5,246.0,51471036,12544250590,47986,0,0,51471036
20260722,2317,255.5,255.5,252.5,252.5,40955001,1041203,1015,15687000,25268001,40955001
20260723,2317,249.0,259.0,248.0,251.5,67787081,17204588878,57938,0,0,67787081
20260724,2317,252.75,253.0,252.0,252.0,22598001,571879,83,13849000,8749001,30429715
20260728,2317,254.0,256.0,251.5,252.5,33694573,8518599943,32769,0,0,33694573
20260803,2317,245.0,252.0,242.5,250.5,99413798,24664339053,79109,0,0,99413798
20260804,2317,245.0,252.0,242.5,250.5,99413798,24664339053,79109,0,0,99413798
20260805,2317,0,0,0,0,0,0,0,0,0,0
